"Date" "CSpd" "Spd1" "Spd2" "Spd3" "Spd4" "Spd1Lag1" "Spd2Lag1" "Spd3Lag1" "Spd4Lag1" "Spd1sin1" "Spd1cos1" "bin1" "Dir1"
"2002/8/12/18" 11.9 9.3617 11.1153 8.5699 10.0247 14.9196 13.6780 10.8239 10.5216 7.1954705 5.988876 13 283.62
"2002/8/13/0" 6.7 8.2217 9.8178 8.0720 9.2861 9.3617 11.1153 8.5699 10.0247 -0.5941350 -8.200205 14 311.09
"2002/8/13/6" 6.6 4.6036 5.6404 3.7091 5.0931 8.2217 9.8178 8.0720 9.2861 1.4240272 -4.377817 14 304.42
"2002/8/13/12" 5.4 5.0589 6.7267 4.9235 5.9287 4.6036 5.6404 3.7091 5.0931 -4.6940736 -1.886304 14 299.64
"2002/8/13/18" 6.7 3.4998 6.7254 5.0124 7.1528 5.0589 6.7267 4.9235 5.9287 -0.4778639 3.467023 13 270.04
"2002/8/14/0" 8.7 3.7150 8.0503 4.6586 7.7741 3.4998 6.7254 5.0124 7.1528 3.3996222 1.497930 11 246.20
"2002/8/14/6" 10.1 8.4961 7.8852 9.3764 7.8023 3.7150 8.0503 4.6586 7.7741 5.6966498 6.303324 10 208.08
"2002/8/14/12" 9.0 9.6626 9.9809 8.9127 10.6574 8.4961 7.8852 9.3764 7.8023 4.6813734 8.452845 11 245.55
"2002/8/14/18" 4.7 4.2435 3.8571 7.6651 5.0286 9.6626 9.9809 8.9127 10.6574 0.8066538 4.166126 9 194.97
"2002/8/15/0" 4.0 4.5971 6.8599 2.1997 4.8341 4.2435 3.8571 7.6651 5.0286 -0.0425932 4.596903 14 314.15
"2002/8/15/6" 8.0 4.6564 7.6175 3.9987 3.9566 4.5971 6.8599 2.1997 4.8341 3.1561479 -3.423564 1 8.68
"2002/8/15/12" 12.0 13.9688 9.8358 9.4491 7.3521 4.6564 7.6175 3.9987 3.9566 4.7593194 -13.133021 14 310.67
"2002/8/15/18" 12.6 7.2988 9.6160 8.7327 9.8035 13.9688 9.8358 9.4491 7.3521 4.8491615 5.455100 13 283.47
"2002/9/1/0" 12.8 9.7852 4.9527 14.7072 8.5356 7.2988 9.6160 8.7327 9.8035 4.1466073 -8.863170 8 172.35
"2002/9/1/6" 12.1 8.0923 2.5276 11.2358 5.2448 9.7852 4.9527 14.7072 8.5356 -1.3300982 7.982240 10 207.18
"2002/9/1/12" 5.1 3.3266 0.7089 8.6321 2.9386 8.0923 2.5276 11.2358 5.2448 1.7369907 -2.837099 5 96.84
"2002/9/1/18" 6.1 3.1373 2.4297 5.6631 1.6278 3.3266 0.7089 8.6321 2.9386 -0.5409526 -3.090311 10 210.66
"2002/9/2/0" 8.0 0.6100 7.1610 1.4348 4.7329 3.1373 2.4297 5.6631 1.6278 -0.5771191 0.197569 5 99.29
"2002/9/2/6" 11.0 6.6995 8.1362 7.1999 8.7101 0.6100 7.1610 1.4348 4.7329 -5.4885846 -3.841710 10 217.73
"2002/9/2/12" 14.6 16.9677 12.9435 8.2241 7.1031 6.6995 8.1362 7.1999 8.7101 2.2065573 -16.823613 15 336.02
"2002/9/2/18" 14.8 10.0819 14.7191 11.7225 15.7154 16.9677 12.9435 8.2241 7.1031 -9.3705306 3.719928 14 300.40
"2002/9/3/0" 10.6 9.5594 14.1902 12.3111 12.5511 10.0819 14.7191 11.7225 15.7154 -4.6339420 8.361143 14 307.37
"2002/9/3/6" 6.7 6.1269 7.3137 8.8993 10.8244 9.5594 14.1902 12.3111 12.5511 0.6277268 -6.094659 11 241.80
"2002/9/3/12" 6.3 10.0151 6.2415 7.1798 6.3608 6.1269 7.3137 8.8993 10.8244 -0.1513738 10.013956 10 207.33
"2002/9/3/18" 8.3 8.7322 4.3858 6.7631 3.0961 10.0151 6.2415 7.1798 6.3608 0.9062222 -8.685049 9 185.25
"2002/9/4/0" 10.8 10.0037 6.2172 7.8043 3.1267 8.7322 4.3858 6.7631 3.0961 9.7838964 -2.085518 8 177.71
"2002/9/4/6" 12.8 12.3131 9.9479 10.3793 7.7836 10.0037 6.2172 7.8043 3.1267 11.7632086 3.638593 8 177.20
"2002/9/4/12" 14.4 13.9138 10.3583 14.7548 11.7225 12.3131 9.9479 10.3793 7.7836 12.8690794 5.289672 8 177.11
"2002/9/4/18" 15.2 11.6049 7.9791 12.4127 10.9478 13.9138 10.3583 14.7548 11.7225 10.0708679 -5.766396 8 178.02
"2002/9/5/0" 13.8 10.5013 7.2174 17.2179 12.9006 11.6049 7.9791 12.4127 10.9478 1.8881143 -10.330166 8 178.89
"2002/9/5/6" 11.7 10.0145 4.0458 12.1981 9.4402 10.5013 7.2174 17.2179 12.9006 -3.3278506 9.445402 9 194.44
"2002/9/5/12" 9.2 7.7741 3.1020 14.6465 6.8684 10.0145 4.0458 12.1981 9.4402 -0.2305679 -7.770680 9 197.95
"2002/9/5/18" 7.0 6.6374 2.7810 10.5296 3.6400 7.7741 3.1020 14.6465 6.8684 -3.2382743 -5.793847 9 198.43
"2002/9/6/0" 5.9 6.2508 1.4900 8.0940 3.2467 6.6374 2.7810 10.5296 3.6400 -5.1373996 -3.560846 6 129.77
"2002/9/6/6" 6.0 10.3041 7.8598 11.1377 6.1996 6.2508 1.4900 8.0940 3.2467 5.4245142 -8.760658 8 165.95
"2002/9/6/12" 10.4 7.4939 8.2007 6.4386 4.7396 10.3041 7.8598 11.1377 6.1996 -6.1609722 -4.266258 7 148.62
"2002/9/6/18" 6.2 7.1156 5.2999 9.4596 7.1858 7.4939 8.2007 6.4386 4.7396 0.2192069 7.112223 8 175.96
"2002/9/7/0" 3.9 5.6198 5.4080 9.3549 1.8601 7.1156 5.2999 9.4596 7.1858 -5.5296971 1.002298 10 218.52
"2002/9/7/6" 11.4 9.6604 3.1164 11.6255 3.6459 5.6198 5.4080 9.3549 1.8601 -6.0171592 -7.557587 8 173.46
"2002/9/7/12" 12.7 12.6596 3.7450 16.8161 5.4740 9.6604 3.1164 11.6255 3.6459 -6.4704677 -10.881108 10 204.74
"2002/9/7/18" 16.4 10.5959 5.4408 13.1183 8.3647 12.6596 3.7450 16.8161 5.4740 -10.5300113 -1.179813 9 180.53
"2002/9/8/0" 16.3 8.1698 2.7787 15.2081 7.6619 10.5959 5.4408 13.1183 8.3647 -5.7778513 5.775991 9 187.71
"2002/9/8/6" 12.9 10.1649 2.9082 14.8267 8.5800 8.1698 2.7787 15.2081 7.6619 9.5359696 3.520011 8 164.58
"2002/9/8/12" 12.9 12.7383 2.1938 17.7873 8.1253 10.1649 2.9082 14.8267 8.5800 11.2230357 6.025592 9 202.14
"2002/9/8/18" 6.4 4.6010 2.5485 9.4813 3.5898 12.7383 2.1938 17.7873 8.1253 -0.0025351 -4.600999 11 235.62
"2002/9/9/0" 7.1 4.2136 8.3517 11.9827 2.9712 4.6010 2.5485 9.4813 3.5898 2.0415929 -3.685963 12 247.68
"2002/9/9/6" 9.8 6.8263 9.0236 3.8564 7.1300 4.2136 8.3517 11.9827 2.9712 6.8008178 0.589278 15 328.21
"2002/9/9/12" 7.5 8.0815 5.6230 4.8879 8.2748 6.8263 9.0236 3.8564 7.1300 4.6822296 -6.586909 1 15.09
"2002/9/9/18" 11.1 5.4041 3.9035 2.7735 5.1615 8.0815 5.6230 4.8879 8.2748 0.1080748 5.403019 1 0.02
"2002/9/10/0" 8.1 10.1254 6.3758 11.0668 7.2270 5.4041 3.9035 2.7735 5.1615 -7.5290362 -6.770328 1 3.98
"2002/9/10/6" 10.6 5.9367 7.5679 10.4113 6.7205 10.1254 6.3758 11.0668 7.2270 4.5404027 3.824807 15 315.03
"2002/9/10/12" 6.8 5.6583 6.5193 7.2797 5.6479 5.9367 7.5679 10.4113 6.7205 4.3274817 3.645444 15 315.03
"2002/9/10/18" 3.8 3.3528 2.8009 4.4928 3.4420 5.6583 6.5193 7.2797 5.6479 -2.2564257 -2.479881 13 280.34
"2002/9/11/0" 5.4 0.6725 2.9155 2.1960 3.4448 3.3528 2.8009 4.4928 3.4420 0.3289908 0.586533 15 333.52
"2002/9/11/12" 4.2 7.6519 5.8477 6.4235 6.5779 0.6725 2.9155 2.1960 3.4448 3.3993582 -6.855358 9 197.46
"2002/9/11/18" 5.7 4.8751 3.1114 6.1268 2.8815 7.6519 5.8477 6.4235 6.5779 2.9938388 3.847535 9 195.44
"2002/9/12/0" 4.3 4.6791 5.0218 2.9658 4.3353 4.8751 3.1114 6.1268 2.8815 -4.0862454 2.279600 9 200.00
"2002/9/12/6" 6.8 7.3739 6.9003 7.2672 9.1965 4.6791 5.0218 2.9658 4.3353 5.9603081 4.341558 9 195.72
"2002/9/12/12" 6.1 7.8023 6.7037 8.2783 8.4689 7.3739 6.9003 7.2672 9.1965 -2.6261686 -7.347049 10 210.83
"2002/9/12/18" 4.8 1.6493 3.3271 3.9004 4.4548 7.8023 6.7037 8.2783 8.4689 0.8822402 -1.393500 8 165.94
"2002/9/13/0" 6.0 3.7206 4.0487 4.8002 2.9755 1.6493 3.3271 3.9004 4.4548 -3.7194971 0.090584 7 149.25
"2002/9/13/6" 5.2 5.5911 5.5223 3.9539 3.0093 3.7206 4.0487 4.8002 2.9755 -4.9047218 2.684046 7 137.16
"2002/9/13/12" 6.0 4.8085 7.2098 6.2036 6.2375 5.5911 5.5223 3.9539 3.0093 3.8581090 -2.869959 8 159.29
"2002/9/13/18" 8.0 4.0699 6.7604 5.5176 5.4566 4.8085 7.2098 6.2036 6.2375 -4.0691083 -0.080272 6 117.79
"2002/9/14/0" 6.0 3.2544 7.3744 5.1900 10.3727 4.0699 6.7604 5.5176 5.4566 -3.1012751 0.986515 8 162.10
"2002/9/14/6" 6.6 5.0463 7.7793 4.2994 5.7109 3.2544 7.3744 5.1900 10.3727 4.2035103 -2.792068 14 303.75
"2002/9/14/12" 11.6 13.4031 10.6901 12.7017 13.1282 5.0463 7.7793 4.2994 5.7109 11.3390196 7.146308 16 359.15
"2002/9/14/18" 8.9 6.8452 6.1068 9.5307 7.7818 13.4031 10.6901 12.7017 13.1282 0.6232721 6.816766 15 333.10
"2002/9/15/0" 5.5 3.8229 2.1405 8.0791 4.3395 6.8452 6.1068 9.5307 7.7818 -1.0314184 3.681133 1 6.01
"2002/9/15/6" 3.2 4.0600 6.2027 3.6191 0.8233 3.8229 2.1405 8.0791 4.3395 -2.2531906 -3.377385 7 141.96
"2002/9/15/12" 8.2 11.2976 11.4400 5.8025 8.5686 4.0600 6.2027 3.6191 0.8233 -10.5394933 4.068765 9 181.01
"2002/9/15/18" 12.4 6.8994 7.3166 7.3435 8.0507 11.2976 11.4400 5.8025 8.5686 -3.6787325 5.836835 9 181.65
"2002/9/16/0" 8.9 8.2000 9.7759 7.8396 11.2514 6.8994 7.3166 7.3435 8.0507 7.6835594 2.864073 8 170.86
"2002/9/16/6" 9.1 11.4221 6.5190 12.2688 8.8922 8.2000 9.7759 7.8396 11.2514 9.6939369 -6.040857 10 203.19
"2002/9/16/12" 6.6 10.4966 6.3856 10.4801 5.6589 11.4221 6.5190 12.2688 8.8922 4.4568014 9.503448 10 220.35
"2002/9/16/18" 9.4 7.1174 6.6477 6.2611 4.0149 10.4966 6.3856 10.4801 5.6589 -1.3162394 6.994633 8 169.46
"2002/9/17/0" 14.3 12.7285 11.6450 12.7158 9.3130 7.1174 6.6477 6.2611 4.0149 12.2780594 -3.356184 9 184.05
"2002/9/17/6" 13.3 14.1575 13.5106 12.0375 11.5089 12.7285 11.6450 12.7158 9.3130 -13.2419239 5.008618 8 174.72
"2002/9/17/12" 16.4 15.2171 13.5037 12.4685 14.9995 14.1575 13.5106 12.0375 11.5089 -1.5622926 -15.136690 9 191.74
"2002/9/17/18" 15.6 10.2147 7.2164 12.5249 12.8578 15.2171 13.5037 12.4685 14.9995 -10.2044542 0.457394 8 168.12
"2002/9/18/0" 13.6 10.2674 11.1101 13.0242 14.8062 10.2147 7.2164 12.5249 12.8578 5.6299352 8.586229 8 157.66
"2002/9/18/6" 13.3 8.8296 5.4672 13.8919 11.5860 10.2674 11.1101 13.0242 14.8062 -3.3208593 -8.181304 8 166.89
"2002/9/18/12" 12.7 4.3365 7.6838 15.9517 14.8784 8.8296 5.4672 13.8919 11.5860 -0.5567596 4.300611 9 194.65
"2002/9/18/18" 13.9 9.5479 3.7748 8.5827 6.8239 4.3365 7.6838 15.9517 14.8784 7.9411354 -5.301015 12 259.77
"2002/9/19/0" 4.3 8.3925 9.9174 9.0063 3.6881 9.5479 3.7748 8.5827 6.8239 3.8614560 -7.451390 13 291.69
"2002/9/19/6" 16.6 14.7854 14.1656 8.7659 8.3498 8.3925 9.9174 9.0063 3.6881 5.3584544 -13.780240 15 316.93
"2002/9/19/12" 11.0 12.6493 9.8426 10.8579 10.3386 14.7854 14.1656 8.7659 8.3498 -12.6464548 -0.268275 16 337.70
"2002/9/19/18" 11.2 7.6701 4.5519 8.9552 7.7103 12.6493 9.8426 10.8579 10.3386 -7.6327026 0.756495 16 337.82
"2002/9/20/0" 4.0 4.3251 5.4679 7.5407 6.1129 7.6701 4.5519 8.9552 7.7103 -1.5867245 4.023530 15 326.35
"2002/9/20/6" 9.0 5.4751 11.1273 1.1379 6.1700 4.3251 5.4679 7.5407 6.1129 1.8674709 5.146773 9 201.41
"2002/9/20/12" 8.9 10.4104 9.9970 9.2051 13.4698 5.4751 11.1273 1.1379 6.1700 10.4100899 -0.080346 10 221.49
"2002/9/20/18" 14.0 7.2794 10.1011 5.3674 5.4957 10.4104 9.9970 9.2051 13.4698 -4.5550129 5.678162 14 307.20
"2002/9/21/0" 13.9 14.6043 13.5569 12.1688 13.3126 7.2794 10.1011 5.3674 5.4957 -4.9522718 -13.739017 15 323.93
"2002/9/21/6" 9.9 7.5298 11.9666 10.5459 11.8507 14.6043 13.5569 12.1688 13.3126 7.3749966 -1.518984 14 309.65
"2002/9/21/12" 10.7 10.8146 11.5800 10.9478 10.4029 7.5298 11.9666 10.5459 11.8507 -10.2509741 3.445737 13 287.78
"2002/9/21/18" 15.8 8.2117 12.6024 10.4793 11.5594 10.8146 11.5800 10.9478 10.4029 3.9755803 -7.185178 12 266.53
"2002/9/22/0" 12.3 13.1937 14.7687 11.0376 12.2170 8.2117 12.6024 10.4793 11.5594 12.6024494 3.905379 14 296.58
"2002/9/22/6" 12.5 11.0995 10.0622 10.6296 9.4916 13.1937 14.7687 11.0376 12.2170 -1.0697067 11.047834 13 288.93
"2002/9/22/12" 9.9 10.1515 7.8568 10.5193 9.0404 11.0995 10.0622 10.6296 9.4916 8.6517180 5.310436 14 296.33
"2002/9/22/18" 8.8 3.2243 2.5677 5.9993 6.4204 10.1515 7.8568 10.5193 9.0404 3.2135087 0.263576 11 240.25
"2002/9/23/0" 1.9 3.1746 2.9785 3.1993 3.9031 3.2243 2.5677 5.9993 6.4204 -0.9702457 3.022699 12 257.30
"2002/9/23/6" 10.6 8.2344 7.5679 6.9082 1.9293 3.1746 2.9785 3.1993 3.9031 -6.5425811 -4.999998 13 280.52
"2002/9/23/12" 14.7 17.0896 11.4934 11.4566 9.8338 8.2344 7.5679 6.9082 1.9293 -16.9106559 -2.466606 15 325.01
"2002/9/23/18" 12.0 4.3168 5.2612 10.9642 7.0854 17.0896 11.4934 11.4566 9.8338 -4.0113062 -1.595050 14 312.21
"2002/9/24/0" 4.7 0.9957 3.1396 3.6122 3.4070 4.3168 5.2612 10.9642 7.0854 -0.0467491 0.994602 13 270.13
"2002/9/24/12" 12.0 11.6825 11.3316 9.9016 9.4200 0.9957 3.1396 3.6122 3.4070 -3.5905838 -11.117037 8 173.10
"2002/9/24/18" 12.5 8.2355 4.1764 12.1031 9.4989 11.6825 11.3316 9.9016 9.4200 -1.7653367 -8.044069 9 185.57
"2002/9/25/0" 2.8 2.3782 7.1442 7.5093 3.2530 8.2355 4.1764 12.1031 9.4989 -0.4067629 -2.343156 13 292.34
"2002/9/25/6" 8.2 7.9070 8.7295 0.4273 7.7888 2.3782 7.1442 7.5093 3.2530 -3.0758964 7.284196 1 18.45
"2002/9/25/12" 8.6 16.8279 6.0169 10.3617 9.4537 7.9070 8.7295 0.4273 7.7888 0.0193281 -16.827889 1 21.99
"2002/9/25/18" 4.6 8.9022 5.4967 7.8089 3.3988 16.8279 6.0169 10.3617 9.4537 8.3855644 2.988557 16 359.37
"2002/9/26/0" 2.0 2.8057 7.0644 4.8622 5.5127 8.9022 5.4967 7.8089 3.3988 -0.4236128 2.773537 16 357.99
"2002/9/26/6" 8.2 6.0398 7.0207 3.7774 7.0207 2.8057 7.0644 4.8622 5.5127 -3.0730118 5.199594 12 263.36
"2002/9/26/12" 5.2 4.4374 6.9549 1.4306 7.7687 6.0398 7.0207 3.7774 7.0207 -4.4286006 -0.279312 12 262.26
"2002/9/27/0" 6.0 4.7396 1.4392 2.2387 4.2919 4.4374 6.9549 1.4306 7.7687 3.9584820 -2.606574 6 134.10
"2002/9/27/6" 6.2 7.6008 5.0231 2.4717 1.1152 4.7396 1.4392 2.2387 4.2919 2.4978658 -7.178637 7 147.32
"2002/9/27/12" 8.3 8.2973 3.0025 6.1993 2.3025 7.6008 5.0231 2.4717 1.1152 -6.5467689 -5.097549 8 179.98
"2002/9/27/18" 10.3 4.3055 7.9240 3.6040 5.3767 8.2973 3.0025 6.1993 2.3025 4.1908242 0.987078 6 120.72
"2002/9/28/0" 8.0 3.5218 7.0138 3.4709 4.9699 4.3055 7.9240 3.6040 5.3767 -3.1285377 1.617197 6 124.57
"2002/9/28/6" 9.3 5.7158 5.9853 4.9387 6.2729 3.5218 7.0138 3.4709 4.9699 -5.2333882 -2.298264 4 85.98
"2002/9/28/12" 10.7 5.6634 5.8757 3.5175 6.0348 5.7158 5.9853 4.9387 6.2729 -2.3211834 5.165869 2 43.56
"2002/9/28/18" 9.2 3.3343 4.0229 3.1817 4.6108 5.6634 5.8757 3.5175 6.0348 -3.3250049 -0.248795 3 48.62
"2002/9/29/0" 3.9 2.9188 3.3313 4.0012 2.6332 3.3343 4.0229 3.1817 4.6108 -2.7920701 0.850728 4 67.84
"2002/9/29/6" 5.3 5.1268 8.9463 3.6129 7.2865 2.9188 3.3313 4.0012 2.6332 3.6462580 -3.604009 8 159.43
"2002/9/29/12" 9.6 6.8024 9.4319 4.6101 6.8885 5.1268 8.9463 3.6129 7.2865 2.1244730 6.462141 9 182.53
"2002/9/29/18" 11.3 7.8506 9.6305 5.6051 7.9159 6.8024 9.4319 4.6101 6.8885 -4.4483461 -6.468704 8 173.39
"2002/9/30/0" 10.6 8.6464 10.1206 10.7016 11.1426 7.8506 9.6305 5.6051 7.9159 -4.9959098 -7.056991 9 185.97
"2002/9/30/6" 10.9 6.8462 7.7580 8.7651 7.4949 8.6464 10.1206 10.7016 11.1426 6.8002605 0.791777 10 208.80
"2002/9/30/12" 8.6 9.8196 2.7983 12.4633 5.7835 6.8462 7.7580 8.7651 7.4949 -7.0509540 -6.834368 12 255.27
"2002/9/30/18" 3.6 7.4323 4.5859 5.5414 2.0380 9.8196 2.7983 12.4633 5.7835 -7.2755719 -1.518268 13 287.25
"2002/10/1/0" 7.1 8.4891 9.7477 7.0000 7.5184 7.4323 4.5859 5.5414 2.0380 -7.7679650 3.423965 15 325.57
"2002/10/1/6" 9.2 8.6510 10.3215 9.0804 8.6575 8.4891 9.7477 7.0000 7.5184 7.1359389 -4.890621 16 354.03
"2002/10/1/12" 4.8 8.0964 11.5042 9.0297 9.1423 8.6510 10.3215 9.0804 8.6575 -1.4401048 7.967295 15 332.83
"2002/10/1/18" 12.5 9.2214 9.7742 8.6184 9.7134 8.0964 11.5042 9.0297 9.1423 8.6811109 -3.110069 16 347.49
"2002/10/2/0" 10.0 10.2596 7.9851 11.8079 7.2132 9.2214 9.7742 8.6184 9.7134 -9.5369058 -3.782436 16 349.91
"2002/10/2/6" 7.4 4.5627 4.3021 6.2015 5.1294 10.2596 7.9851 11.8079 7.2132 1.9350221 -4.132060 1 15.27
"2002/10/2/12" 7.1 7.3110 4.2049 9.5925 5.1177 4.5627 4.3021 6.2015 5.1294 -6.1990945 -3.875816 1 16.72
"2002/10/2/18" 3.6 0.9889 2.7275 4.4644 1.1657 7.3110 4.2049 9.5925 5.1177 -0.1248157 -0.980991 3 66.10
"2002/10/3/0" 3.5 1.1058 3.1993 4.5314 1.1651 0.9889 2.7275 4.4644 1.1657 0.1794501 -1.091142 4 84.66
"2002/10/3/6" 2.8 4.0431 6.3116 1.7673 4.9387 1.1058 3.1993 4.5314 1.1651 0.0179545 4.043060 9 188.50
"2002/10/3/12" 7.9 6.9432 9.0471 5.0931 6.4054 4.0431 6.3116 1.7673 4.9387 -3.7608153 -5.836463 8 173.36
"2002/10/3/18" 8.7 7.5093 7.9216 8.0155 8.9429 6.9432 9.0471 5.0931 6.4054 2.6734003 7.017301 8 170.01
"2002/10/4/0" 5.1 3.3520 2.0196 6.4753 6.8392 7.5093 7.9216 8.0155 8.9429 3.2827344 -0.677908 9 190.27
"2002/10/4/6" 8.3 10.1256 8.7170 3.2087 6.4052 3.3520 2.0196 6.4753 6.8392 -8.2150676 -5.919497 16 343.38
"2002/10/4/12" 14.1 14.3398 11.3384 17.5411 13.1041 10.1256 8.7170 3.2087 6.4052 13.2954197 -5.372307 16 347.53
"2002/10/4/18" 13.2 8.3519 6.2777 15.9114 8.8544 14.3398 11.3384 17.5411 13.1041 1.7173835 8.173422 14 301.80
"2002/10/5/0" 7.0 3.5350 10.2551 8.0913 10.7699 8.3519 6.2777 15.9114 8.8544 -3.5143944 -0.381126 15 331.33
"2002/10/5/6" 6.7 1.6599 4.7754 0.7988 5.6287 3.5350 10.2551 8.0913 10.7699 1.4173991 -0.863856 3 64.95
"2002/10/5/12" 5.1 2.8295 7.8245 3.9296 4.4250 1.6599 4.7754 0.7988 5.6287 2.8075879 -0.351455 11 227.89
"2002/10/5/18" 4.2 1.1415 0.9218 1.1152 2.1012 2.8295 7.8245 3.9296 4.4250 -0.6709680 -0.923485 7 142.00
"2002/10/6/0" 7.4 4.5971 3.8951 3.5868 0.2242 1.1415 0.9218 1.1152 2.1012 -3.1720883 -3.327339 7 135.85
"2002/10/6/6" 3.5 6.2754 2.1624 2.4820 3.9873 4.5971 3.8951 3.5868 0.2242 -2.0446763 -5.932954 13 292.50
"2002/10/6/12" 13.9 14.6698 11.0193 13.0373 7.2460 6.2754 2.1624 2.4820 3.9873 14.5450510 1.909064 14 296.75
"2002/10/6/18" 9.6 12.1006 6.6049 13.5051 8.0663 14.6698 11.0193 13.0373 7.2460 -0.7152364 -12.079444 15 317.36
"2002/10/7/0" 6.3 2.6240 5.1015 8.4523 8.0539 12.1006 6.6049 13.5051 8.0663 1.5196619 -2.139160 14 310.40
"2002/10/7/6" 9.0 9.0909 8.0502 6.2118 5.8304 2.6240 5.1015 8.4523 8.0539 -2.5608526 8.722757 9 188.21
"2002/10/7/12" 12.2 11.1971 5.4048 11.8366 7.7902 9.0909 8.0502 6.2118 5.8304 10.6221921 3.541763 11 240.01
"2002/10/7/18" 8.3 6.9227 2.3273 7.9607 3.0802 11.1971 5.4048 11.8366 7.7902 -6.8876697 0.695544 13 274.99
"2002/10/8/0" 6.1 7.8468 4.3123 3.6135 1.7687 6.9227 2.3273 7.9607 3.0802 2.6222404 7.395683 14 314.50
"2002/10/8/6" 5.6 4.3358 6.9081 5.0923 5.3270 7.8468 4.3123 3.6135 1.7687 4.1195016 -1.352356 16 341.18
"2002/10/8/12" 10.3 8.4518 11.0695 9.7720 8.5891 4.3358 6.9081 5.0923 5.3270 8.0664718 -2.522887 14 309.75
"2002/10/8/18" 9.6 6.6517 8.6830 7.0049 8.9456 8.4518 11.0695 9.7720 8.5891 -0.9883741 -6.577859 15 317.45
"2002/10/9/0" 5.3 4.1700 5.2341 7.1834 7.4991 6.6517 8.6830 7.0049 8.9456 3.9959505 -1.192174 15 316.02
"2002/10/9/6" 2.0 3.3220 5.1981 2.3333 1.8409 4.1700 5.2341 7.1834 7.4991 -3.3127202 -0.248131 9 186.85
"2002/10/9/12" 4.8 11.0008 9.1966 4.9655 3.9800 3.3220 5.1981 2.3333 1.8409 6.6364618 -8.773538 8 172.14
"2002/10/9/18" 10.4 9.4973 9.2128 8.4144 9.4051 11.0008 9.1966 4.9655 3.9800 -9.4846702 -0.489631 9 180.59
"2002/10/10/0" 8.4 7.5392 6.5779 8.4144 8.1898 9.4973 9.2128 8.4144 9.4051 -6.6928207 -3.470690 8 173.88
"2002/10/10/6" 8.1 7.7157 7.9660 8.5692 8.5587 7.5392 6.5779 8.4144 8.1898 7.5454538 -1.611879 9 196.56
"2002/10/10/12" 9.5 7.0989 7.3790 5.7535 6.6621 7.7157 7.9660 8.5692 8.5587 6.6529077 2.476530 9 189.71
"2002/10/10/18" 11.5 8.2995 10.4223 9.0767 10.9530 7.0989 7.3790 5.7535 6.6621 8.0480189 2.027583 8 170.97
"2002/10/11/0" 14.4 11.4231 11.0082 13.4464 13.1252 8.2995 10.4223 9.0767 10.9530 11.1397390 -2.528523 8 171.44
"2002/10/11/6" 13.5 12.8858 12.3659 13.3505 14.6921 11.4231 11.0082 13.4464 13.1252 12.5275467 3.017353 9 189.83
"2002/10/11/12" 11.1 8.6525 7.4938 16.4669 12.7971 12.8858 12.3659 13.3505 14.6921 -3.0782873 -8.086402 11 229.70
"2002/10/11/18" 11.4 8.4722 12.2345 9.7605 5.9425 8.6525 7.4938 16.4669 12.7971 -7.4836509 3.971542 14 300.51
"2002/10/12/0" 13.4 17.7538 13.5359 9.7935 12.7602 8.4722 12.2345 9.7605 5.9425 -2.4566968 17.583005 15 332.87
"2002/10/12/6" 12.6 8.9293 9.5143 13.0962 11.9530 17.7538 13.5359 9.7935 12.7602 -3.1650028 -8.349560 14 311.38
"2002/10/12/12" 12.5 10.1986 10.0508 11.5310 9.4182 8.9293 9.5143 13.0962 11.9530 1.9378999 10.012791 15 333.20
"2002/10/12/18" 12.2 7.2189 8.9352 7.8230 9.2958 10.1986 10.0508 11.5310 9.4182 -6.9674424 1.888720 14 306.57
"2002/10/13/0" 10.3 9.5587 10.4684 13.2385 11.2867 7.2189 8.9352 7.8230 9.2958 -8.2060943 -4.901914 14 312.05
"2002/10/13/6" 12.0 8.3460 9.8071 8.0098 8.7788 9.5587 10.4684 13.2385 11.2867 -0.6984343 8.316724 12 263.81
"2002/10/13/12" 10.5 8.3267 10.3226 10.7535 13.0025 8.3460 9.8071 8.0098 8.7788 8.0147766 2.257718 12 265.19
"2002/10/13/18" 7.8 3.8583 4.4397 2.9658 0.3214 8.3267 10.3226 10.7535 13.0025 0.7213611 3.790266 9 201.25
"2002/10/14/0" 10.8 7.0148 7.6264 4.7999 5.1876 3.8583 4.4397 2.9658 0.3214 6.7477236 -1.917197 9 184.06
"2002/10/14/6" 15.0 12.2895 9.9020 12.9637 12.3024 7.0148 7.6264 4.7999 5.1876 -12.2448832 1.046254 9 187.01
"2002/10/14/12" 6.3 11.4076 8.3460 12.7933 9.5719 12.2895 9.9020 12.9637 12.3024 8.1718650 -7.959520 13 272.52
"2002/10/14/18" 20.7 17.3427 15.5236 12.1793 10.5935 11.4076 8.3460 12.7933 9.5719 -13.4274036 -10.976068 14 305.62
"2002/10/15/0" 11.5 14.0182 10.1960 14.9029 11.8141 17.3427 15.5236 12.1793 10.5935 -8.0207091 -11.496876 15 317.91
"2002/10/15/6" 9.5 9.7006 6.8773 8.5587 5.6619 14.0182 10.1960 14.9029 11.8141 -3.7425385 8.949584 14 307.48
"2002/10/15/12" 8.0 6.8550 5.4737 6.7109 6.1928 9.7006 6.8773 8.5587 5.6619 -4.2546345 -5.374859 15 336.82
"2002/10/15/18" 2.2 0.5368 2.8608 3.2446 4.5889 6.8550 5.4737 6.7109 6.1928 0.3120601 0.436775 8 157.70
